,0,1,2,3,4
152,1.0,1.0,1.0,1.0,1.0
176,1.0,1.0,1.0,1.0,1.0
203,1.0,1.0,1.0,1.0,1.0
235,1.0,1.0,1.0,1.0,1.0
272,1.0,1.0,1.0,1.0,1.0
315,1.0,1.0,1.0,1.0,1.0
364,1.0,1.0,1.0,1.0,1.0
421,1.0,1.0,1.0,1.0,1.0
487,1.0,1.0,1.0,1.0,1.0
563,1.0,1.0,1.0,1.0,1.0
651,1.0,1.0,1.0,1.0,1.0
753,1.0,1.0,1.0,1.0,1.0
871,1.0,1.0,1.0,1.0,1.0
1007,1.0,1.0,1.0,1.0,1.0
1164,1.0,1.0,1.0,1.0,1.0
1346,1.0,1.0,1.0,1.0,1.0
1557,1.0,1.0,1.0,1.0,1.0
1800,1.0,1.0,1.0,1.0,1.0
2082,1.0,1.0,1.0,1.0,1.0
2407,1.0,1.0,1.0,1.0,1.0
