,train,test
0.1,0.051165200000002645,0.003621999999998593
0.2,0.0904991999999993,0.0035254000000009
0.3,0.11015260000000068,0.00313319999999635
0.4,0.12391459999999768,0.0026241999999996324
0.5,0.12155180000000029,0.002359200000000783
0.6,0.18084619999999915,0.0024693999999982454
0.7,0.19362880000000188,0.002125600000002237
0.8,0.17568479999999626,0.0017148000000020147
0.9,0.2760569999999973,0.0027988000000021885
