,train,test
0.1,0.05141200000000197,0.0031631999999945037
0.2,0.06687079999999526,0.0029582000000033305
0.3,0.07244460000000288,0.0019013999999998531
0.4,0.0895622000000003,0.0017317999999960421
0.5,0.10503180000000042,0.00195820000000424
0.6,0.1065638000000007,0.0015496000000041477
0.7,0.169350799999998,0.0023106000000012727
0.8,0.1985611999999975,0.00186559999999929
0.9,0.17845579999999756,0.0016434000000032257
