mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_DT__class_weight,param_DT__criterion,param_DT__max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.07513799667358398,0.009699990954628234,0.0029574871063232423,0.0007227361300307094,balanced,gini,1,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 1}",0.6029209573781532,0.6105791538364197,0.626146204788589,0.571552895228392,0.6051324503311258,0.6032685049082233,0.017803575257746767,47,0.6124317880794703,0.603427688913403,0.6025844583580777,0.6131682964179541,0.5994001434439592,0.6062024750425727,0.005556765359717739
0.07489385604858398,0.011485072630191528,0.0027264118194580077,0.0006602843624977246,balanced,gini,2,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 2}",0.6029209573781532,0.6534849060052587,0.626146204788589,0.571552895228392,0.6051324503311258,0.6118552860181288,0.027151550021942923,46,0.6124317880794703,0.6974874793160506,0.6025844583580777,0.6131682964179541,0.5994001434439592,0.6250144331231023,0.036633842111749644
0.07618069648742676,0.008900800431184148,0.002552652359008789,0.0003826019234291437,balanced,gini,3,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 3}",0.593843822778417,0.6677422983366376,0.626146204788589,0.7388351163185601,0.6051324503311258,0.6463125539727267,0.052671126046103814,44,0.624823399558499,0.6959585217870932,0.6025844583580777,0.7539557226914599,0.5994001434439592,0.6553444491678178,0.060363238155521866
0.08176779747009277,0.016453397034076216,0.0029458999633789062,0.0006487515951521098,balanced,gini,4,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 4}",0.6815567215690675,0.6749623880429128,0.7616955340465276,0.7388351163185601,0.7477712684666328,0.7209232552996704,0.03568876100026562,41,0.7206821192052981,0.7298890237175951,0.7674480896753832,0.7539557226914599,0.7712804576109005,0.7486510825801274,0.0201386844741999
0.12406501770019532,0.016734506086408148,0.004023981094360351,0.0011903305416246417,balanced,gini,5,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 5}",0.6783720081932715,0.6806076967421717,0.7558159280013586,0.7538631346578366,0.7736245542536934,0.7284081019418512,0.04058577134086089,39,0.7223655629139073,0.7352931053502482,0.7789377040860382,0.7749048846721144,0.8078604293802834,0.7638723372805183,0.031058716784680647
0.10566039085388183,0.014999659835586909,0.003166389465332031,0.000829524789745994,balanced,gini,6,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 6}",0.7547139369791521,0.6850227077796994,0.770843946340635,0.8075649516046868,0.7857658346068942,0.760753438111607,0.04169256388429436,38,0.8164551876379691,0.7517877551020407,0.8114200951946274,0.8133580865210259,0.8212307632663635,0.8028503775444052,0.025745573818438238
0.10777854919433594,0.023590604927300616,0.0022765159606933593,0.0004259719700285749,balanced,gini,7,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 7}",0.7587614691770252,0.7922906033379733,0.8006877228731534,0.8262226184411615,0.7923883511631857,0.7940464007290433,0.021596623373511842,36,0.855158940397351,0.8680383894098178,0.8496834188299273,0.8433976129092515,0.8279928066555179,0.848854233640373,0.013216978123641789
0.13234052658081055,0.021300770524690975,0.005848121643066406,0.004960380765063318,balanced,gini,8,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 8}",0.7659937147506946,0.7986600300895657,0.8264348785871966,0.8273263712005434,0.8264348785871964,0.8089383924697,0.02409826250701543,34,0.8710198675496688,0.8762594594594594,0.8649164095307411,0.8456039008298252,0.8725886347976718,0.8660776544334732,0.010872079522548428
0.1524813175201416,0.010399288949339539,0.0031577110290527343,0.0006000240283693704,balanced,gini,9,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 9}",0.7653693986924437,0.8089734396310513,0.8306376294786891,0.8240151129223977,0.8339488877568348,0.8125567236030836,0.0251377913853075,32,0.8801814569536422,0.8832635410921126,0.8704788279183534,0.8815463928426046,0.9001641499359436,0.8831268737485314,0.009606601075935884
0.09461898803710937,0.0076037550769010595,0.0018312931060791016,0.00016267822221729047,balanced,gini,10,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 10}",0.7698939364179691,0.8154694112849931,0.8518636440821873,0.827007980981491,0.8298522669383597,0.8187842474620951,0.027165641862206172,31,0.8881558498896247,0.889000330943188,0.9047666039907026,0.8888961335332854,0.907420493454268,0.8956478823622136,0.008574987565594307
0.10307989120483399,0.005940423408681253,0.0018490314483642577,0.00012585769703814741,balanced,gini,11,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 11}",0.7665899716602598,0.831392978163974,0.854071149600951,0.8259042282221091,0.8320597724571235,0.821970339857308,0.02935805718548607,29,0.8918242825607063,0.9156761169332597,0.9035022177422908,0.8953145458165997,0.9137529979611221,0.9040140322027957,0.009543423788816917
0.1307504653930664,0.02003428592314583,0.00238189697265625,0.0005132211558278777,balanced,gini,12,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 12}",0.7658464042200961,0.8409471182913626,0.8583800305654611,0.8248004754627272,0.8353710307352691,0.8250353612287257,0.03156668224752409,27,0.8953024282560706,0.9257729729729728,0.9035022177422908,0.8947343379109697,0.9173668517575412,0.907335761727969,0.012319468996884185
