,train,test
0.1,0.07317479999996976,0.005248800000026676
0.2,0.13390559999998003,0.00456320000002961
0.3,0.14088879999999335,0.0036597999999230524
0.4,0.17154940000000352,0.002856999999994514
0.5,0.2048219999999219,0.0029340000000502185
0.6,0.24895040000001245,0.0022902000000158294
0.7,0.32191380000003844,0.0022682000000258996
0.8,0.47839340000000447,0.002525999999988926
0.9,0.5377916000000369,0.0022656000000097266
