,train,test
0.1,0.02522639999999683,0.00150480000000357
0.2,0.037001000000003614,0.0015778000000011617
0.3,0.058397600000000695,0.0016788000000076408
0.4,0.07742520000000468,0.0018152000000043246
0.5,0.10047240000000102,0.0017411999999978889
0.6,0.0991482000000076,0.0014376000000027034
0.7,0.11768860000000245,0.0013466000000050826
0.8,0.12350319999999329,0.0012996000000043751
0.9,0.14943719999999985,0.001690200000001596
