,0,1,2,3,4
223,0.8638857808857807,0.8770650860434143,0.8770650860434143,0.8770650860434143,0.8770650860434143
258,0.8720197434731387,0.9262108262108263,0.9262108262108263,0.9262108262108263,0.9262108262108263
298,0.8612382062382062,0.8052716652581958,0.8052716652581958,0.8052716652581958,0.8052716652581958
345,0.8577196786431205,0.8570783666483283,0.8570783666483283,0.8570783666483283,0.8570783666483283
399,0.8593260302556076,0.9077286566800633,0.9077286566800633,0.9077286566800633,0.9077286566800633
462,0.8504039800622353,0.8763959348921755,0.8763959348921755,0.8763959348921755,0.8763959348921755
534,0.8674744243189056,0.8787243496890424,0.8787243496890424,0.8787243496890424,0.8787243496890424
617,0.8864511626655677,0.8984216375972234,0.8984216375972234,0.8984216375972234,0.8984216375972234
714,0.8352742981656023,0.8394116072832315,0.8394116072832315,0.8394116072832315,0.8394116072832315
826,0.8898241509356088,0.8598100083920486,0.8598100083920486,0.8598100083920486,0.8598100083920486
955,0.8803424540573146,0.8448544692059752,0.8360626741374476,0.8360626741374476,0.8360626741374476
1104,0.8889778483254521,0.9101970221965838,0.8835899484600551,0.8835899484600551,0.8835899484600551
1277,0.8817557315919686,0.863607641782359,0.8711054511276323,0.8711054511276323,0.8711054511276323
1477,0.8705656735786842,0.883742264957875,0.8573485791337285,0.8573485791337285,0.8573485791337285
1708,0.8573436855805237,0.8740386718172732,0.8780337552085927,0.8912956159477696,0.8912956159477696
1975,0.8754856944019137,0.8431105359287199,0.8827013052135914,0.882985905179107,0.882985905179107
2284,0.882272467056399,0.8763026866489168,0.8512080603662443,0.8661164535173345,0.8661164535173345
2641,0.862860511499197,0.8742181197302696,0.8899877380092828,0.8935853549043994,0.8783025316165665
3054,0.8630540161561158,0.8618376591867238,0.8608256191555483,0.8564380453326585,0.861552826736291
3532,0.863709008225129,0.8560345008813899,0.8575055010521532,0.8683254498272253,0.8794532393202252
