,0,1,2,3,4
223,0.8819641111576595,0.8467797619047618,0.8467797619047618,0.8467797619047618,0.8467797619047618
258,0.8950468416406857,0.8548854413560296,0.8548854413560296,0.8548854413560296,0.8548854413560296
298,0.84379266486208,0.8729045865200379,0.8729045865200379,0.8729045865200379,0.8729045865200379
345,0.8804901225306327,0.9003370275821295,0.9003370275821295,0.9003370275821295,0.9003370275821295
399,0.8846315410955932,0.8722203207386147,0.8722203207386147,0.8722203207386147,0.8722203207386147
462,0.9193591767890199,0.9002806132636206,0.9002806132636206,0.9002806132636206,0.9002806132636206
534,0.8785448788210936,0.8716883116883116,0.8716883116883116,0.8716883116883116,0.8716883116883116
617,0.8602472022863504,0.8714866979655712,0.8714866979655712,0.8714866979655712,0.8714866979655712
714,0.8579773586756138,0.8531531112003058,0.8531531112003058,0.8531531112003058,0.8531531112003058
826,0.9014765551168931,0.8697753233692251,0.8781557550919443,0.8781557550919443,0.8781557550919443
955,0.8940466920977174,0.8840782744606865,0.8453064173571057,0.8453064173571057,0.8453064173571057
1104,0.8752782998339819,0.8548042649945962,0.8614138536908261,0.8614138536908261,0.8614138536908261
1277,0.875172630085121,0.8777584128945097,0.8674531466534207,0.8674531466534207,0.8674531466534207
1477,0.8596412191252046,0.8879979834317306,0.8776029388002239,0.8776029388002239,0.8776029388002239
1708,0.8764234124410418,0.8756195712385442,0.8942503211413461,0.8746387486248699,0.8746387486248699
1975,0.8657646570347829,0.8588784310354908,0.8545438911631659,0.8710051334929119,0.8710051334929119
2284,0.8582923286388336,0.8496596911055821,0.8739315724453997,0.8647861835515956,0.8647861835515956
2641,0.8741313563396969,0.8556875221489012,0.8677526949464538,0.862939538736382,0.8688972959565623
3054,0.8761987132439586,0.8743847705244633,0.8827872966331161,0.8730095695419213,0.8643991906818527
3532,0.863606297272743,0.8786069721985139,0.873073303713379,0.8756807138410643,0.868986078232457
